PassengerId,Survived_pred,Survived_prob
1097,0,0.26219060422955365
1098,1,0.573397793952591
1099,0,0.1477690142457049
1100,1,0.9524581528922765
1101,0,0.12418044517121106
1102,0,0.18943737354097856
1103,0,0.11255947541786138
1104,0,0.23737890047973634
1105,1,0.8916657887982611
1106,1,0.5244511156366415
1107,0,0.22752920427733447
1108,1,0.5931945407154873
1109,0,0.31482983803677206
1110,1,0.9460573762924028
1111,0,0.12418044517121106
1112,1,0.9022229448348817
1113,0,0.12418044517121106
1114,1,0.8863368935811663
1115,0,0.12418044517121106
1116,1,0.9432900532625511
1117,1,0.5416451972565739
1118,0,0.12418044517121106
1119,1,0.5931945407154873
1120,0,0.09224951545370197
1121,0,0.1530710499507449
1122,0,0.23737890047973634
1123,1,0.9139591494902766
1124,0,0.07748846261234753
1125,0,0.14180697911221182
1126,0,0.3816568983599908
1127,0,0.12418044517121106
1128,0,0.2561477177599601
1129,0,0.15893355780439195
1130,1,0.8449363637096595
1131,1,0.9485538346718413
1132,1,0.9432900532625511
1133,1,0.8853721315243355
1134,0,0.42334758168853376
1135,0,0.12418044517121106
1136,0,0.10421886269532382
1137,0,0.20871266201685976
1138,1,0.8972823611547946
1139,0,0.15574862608126028
1140,1,0.8866529877666692
1141,1,0.5289839716653826
1142,1,0.9790953748949979
1143,0,0.12418044517121106
1144,0,0.3126271026485742
1145,0,0.12418044517121106
1146,0,0.14386536327166824
1147,0,0.12418044517121106
1148,0,0.14180697911221182
1149,0,0.12418044517121106
1150,1,0.8588550515351052
1151,0,0.12418044517121106
1152,0,0.1319536490742255
1153,0,0.12418044517121106
1154,1,0.8972823611547946
1155,1,0.8479754553516523
1156,0,0.15442519872123395
1157,0,0.12418044517121106
1158,0,0.1194251639326406
1159,0,0.12418044517121106
1160,0,0.4906526818832019
1161,0,0.12418044517121106
1162,0,0.33613718139561083
1163,0,0.14180697911221182
1164,1,0.9319506332767834
1165,1,0.6871434780072955
1166,0,0.15893355780439195
1167,1,0.8740592026638764
1168,0,0.1477690142457049
1169,0,0.15574862608126028
1170,0,0.1481650609727514
1171,0,0.1477690142457049
1172,0,0.4906526818832019
1173,1,0.903034156953617
1174,1,0.5931945407154873
1175,1,0.7518526049125042
1176,1,0.6793765366183055
1177,0,0.12727576874445695
1178,0,0.12418044517121106
1179,0,0.32927244597373784
1180,0,0.15893355780439195
1181,0,0.12418044517121106
1182,0,0.21735036442211617
1183,0,0.40125506993702564
1184,0,0.15893355780439195
1185,0,0.3257184126437553
1186,0,0.12727576874445695
1187,0,0.12418044517121106
1188,1,0.9744477066360699
1189,0,0.17563445911273323
1190,0,0.21735036442211617
1191,0,0.12418044517121106
1192,0,0.1523171134496154
1193,0,0.1341789357142374
1194,0,0.17082099361523184
1195,0,0.12418044517121106
1196,1,0.5931945407154873
1197,1,0.871528340585995
1198,0,0.3183211507026408
1199,1,0.9063554776706252
1200,0,0.3257184126437553
1201,0,0.3401204731124811
1202,0,0.12418044517121106
1203,0,0.15893355780439195
1204,0,0.12418044517121106
1205,0,0.4907136986911524
1206,1,0.9485968217860192
1207,1,0.729257656838392
1208,0,0.35262107359056316
1209,0,0.1477690142457049
1210,0,0.12418044517121106
1211,0,0.1369258763101245
1212,0,0.12418044517121106
1213,0,0.15893355780439195
1214,0,0.13232120905669012
1215,0,0.31221260181902205
1216,1,0.9377516726728188
1217,0,0.11255947541786138
1218,1,0.8635791750254216
1219,0,0.33613718139561083
1220,0,0.1481650609727514
1221,0,0.13232120905669012
1222,1,0.9018770983132547
1223,0,0.3121258506662764
1224,0,0.15893355780439195
1225,1,0.6697619391366657
1226,0,0.12418044517121106
1227,0,0.2769442691168814
1228,0,0.16196130301151032
1229,0,0.10456235505484868
1230,0,0.16264492273217962
1231,0,0.15893355780439195
1232,0,0.1477690142457049
1233,0,0.1523171134496154
1234,0,0.05632677911851083
1235,1,0.9856681967839915
1236,0,0.08996971471922131
1237,1,0.6402106521521786
1238,0,0.13232120905669012
1239,1,0.6761555401201297
1240,0,0.13232120905669012
1241,1,0.9171522667384904
1242,1,0.9422073543081734
1243,0,0.1477690142457049
1244,0,0.23737890047973634
1245,0,0.21523939395494812
1246,1,0.8704282021795451
1247,0,0.27372454578122823
1248,1,0.8818025188452561
1249,0,0.12418044517121106
1250,0,0.14180697911221182
1251,1,0.5775519707892307
1252,0,0.040995705954755525
1253,1,0.9289743271764005
1254,1,0.9171522667384904
1255,0,0.12418044517121106
1256,1,0.9753773591766914
1257,0,0.1674966669027813
1258,0,0.12268141260941616
1259,0,0.417439318376975
1260,1,0.9422073543081734
1261,0,0.1689131996285883
1262,0,0.13440094752528595
1263,1,0.9727142960398204
1264,0,0.09657409746618195
1265,0,0.1392263770739102
1266,1,0.9293659884446019
1267,1,0.9394225965434888
1268,0,0.4403416250801669
1269,0,0.1477690142457049
1270,0,0.21461782637131685
1271,0,0.26999736223356324
1272,0,0.14180697911221182
1273,0,0.14180697911221182
1274,0,0.4285947236565811
1275,0,0.4988569209554448
1276,0,0.13232120905669012
1277,1,0.9108351619748931
1278,0,0.12418044517121106
1279,0,0.13047944446329368
1280,0,0.14180697911221182
1281,0,0.3442587876434713
1282,0,0.35409425834794067
1283,1,0.9013213651004341
1284,0,0.15570319480547332
1285,0,0.1253970742320309
1286,0,0.04865672283610222
1287,1,0.9173183306115399
1288,0,0.14180697911221182
1289,1,0.9485538346718413
1290,0,0.12418044517121106
1291,0,0.1492992058214394
1292,1,0.9299868157805814
1293,0,0.15574862608126028
1294,1,0.9565225418166612
1295,0,0.21735036442211617
1296,0,0.3013029464491433
1297,0,0.1689131996285883
1298,0,0.13440094752528595
1299,0,0.35262107359056316
1300,1,0.7522266008119817
1301,1,0.7747779516040335
1302,1,0.5931945407154873
1303,1,0.9502363033710209
1304,0,0.4906526818832019
1305,0,0.12418044517121106
1306,1,0.9543619047206773
1307,0,0.09464957546910664
1308,0,0.12418044517121106
1309,0,0.18935385157230333
